ID,Unit Name,Tier,Type,Type2,Race,Chassis,ThreatSpd,ThreatRange,ThreatDam,ThreatHP,ThreatTotal,tSurfDPS,tSubDPS,tAirDPS,totDPS,maxRange,Vision,Shield,Health,Mass,Energy,BuildTime,Speed,Warnings
SAL0319,Bilmon,3,Type,Type2,Aeon,Chassis,0,0,0,5.3076923076923,5.3076923076923,0,0,0,0,0,28,0,1380,950,6600,950,2.6,
SAL0320,Alchemist,3,Type,Type2,Aeon,Chassis,0,0,0,10.384615384615,10.384615384615,0,0,360,360,42,32,0,2700,1100,16500,1100,3.3,
SAL0321,Scarab,3,Type,Type2,Aeon,Chassis,0,0,0,10.769230769231,10.769230769231,0,0,0,15,75,18,0,2800,3000,45000,3000,1.6,
SAL0323,Rupture,2,Type,Type2,Aeon,Chassis,0,0,0,1.8461538461538,1.8461538461538,0,0,0,27.272727272727,22,20,0,480,320,3500,320,3.4,
SAL0324,Metatron,3,Type,Type2,Aeon,Chassis,0,0,0,0.96153846153846,0.96153846153846,0,0,0,0,0,40,0,250,1200,27000,1200,3.5,
SAL0401,Absolution,4,Type,Type2,Aeon,Chassis,8.7451990343355,282.3501438995,60,163.46153846154,514.55688139538,1200,0,0,1220,120,36,0,42500,18500,380000,18500,3.3,
SEA0002,Burning Star,3,Type,Type2,UEF,Chassis,0,0,0,0.38461538461538,0.38461538461538,0,0,0,0,0,0,0,100,800,8000,800,20,
SEA0106,Seagull,1,Type,Type2,UEF,Chassis,0,0,0,1.0192307692308,1.0192307692308,0,45,0,45,42,26,0,265,55,3500,55,0.5,
SEA0201,UX Dragonlady,2,Type,Type2,UEF,Chassis,0,0,0,2.2884615384615,2.2884615384615,0,0,0,0,0,44,0,595,160,5500,160,10,
SEA0211,Tornado,2,Type,Type2,UEF,Chassis,0,11.888427111558,8.5714285714286,5.9615384615385,26.421394144525,171.42857142857,0,11.428571428571,171.42857142857,55,32,0,1550,395,22000,395,0.5,
SEA0307,Albatross,3,Type,Type2,UEF,Chassis,0,0.96239648045946,2.2857142857143,12.692307692308,15.940418458481,45.714285714286,375,45.714285714286,420.71428571429,35,32,0,3300,1650,72000,1650,0.5,
SEA0310,Wild Weasel,3,Type,Type2,UEF,Chassis,0,0,0,4.4230769230769,4.4230769230769,0,0,0,0,0,44,0,1150,225,14000,225,10,
SEA0314,Lancer,3,Type,Type2,UEF,Chassis,0,168.41938408041,60.8,26.153846153846,255.37323023425,1216,240,0,1456,150,38,0,6800,5250,180000,5250,0.5,
SEA0401,Centurion,4,Type,Type2,UEF,Chassis,0,154.06016940651,141.12449799197,221.15384615385,516.33851355232,2822.4899598394,0,3403.3333333333,3692.4899598394,58,44,0,57500,37500,702500,37500,0.5,
SEB0401,Gantry,4,Type,Type2,UEF,Chassis,0,0,0,155.76923076923,155.76923076923,0,0,0,0,0,20,0,40500,31440,384000,31440,0,
SEB2103,Poker,1,Type,Type2,UEF,Chassis,0,5.5727002085428,3.75,3.8461538461538,13.168854054697,75,0,0,75,55,24,0,1000,550,5400,550,0,
SEB2211,Stouty,2,Type,Type2,UEF,Chassis,0,8.3014016899672,6.2068965517241,8.0769230769231,22.585221318614,124.13793103448,0,0,124.13793103448,52,30,0,2100,575,4200,575,0,
SEB2220,AP-12 Trapper,1,Type,Type2,UEF,Chassis,0,0,0,0.076923076923077,0.076923076923077,0,0,0,0,1,0,0,20,150,2500,150,0,Unknown Type,
SEB2221,AM-24 Anti-Armor,2,Type,Type2,UEF,Chassis,0,0,0,0.30769230769231,0.30769230769231,0,4500,0,4500,5,0,0,80,300,6000,300,0,
SEB2222,AM-36 Trinity,3,Type,Type2,UEF,Chassis,0,0,0,0.96153846153846,0.96153846153846,0,0,0,1000,30,0,0,250,1800,405000,1800,0,
SEB2308,Harpoon,3,Type,Type2,UEF,Chassis,0,0,0,46.538461538462,46.538461538462,0,375,0,375,75,36,0,12100,3000,25000,3000,0,
SEB2311,Guardian,3,Type,Type2,UEF,Chassis,0,91.189639776155,24.545454545455,36.538461538462,152.27355586007,490.90909090909,0,0,490.90909090909,100,30,0,9500,4250,45000,4250,0,
SEB2320,Hiro,3,Type,Type2,UEF,Chassis,0,26.748961001006,13.5,29.326923076923,69.575884077929,270,0,0,270,65,36,0,7625,2300,16500,2300,0,MuzzleSalvoSize_Overridden,
SEB2401,Excalibur,4,Type,Type2,UEF,Chassis,0,212.07220238066,31.25,71.153846153846,314.4760485345,625,0,0,625,162,30,0,18500,15000,175000,15000,0,
SEB2402,Mummy,4,Type,Type2,UEF,Chassis,0,0,0,40.384615384615,40.384615384615,0,0,4444.4444444444,4444.4444444444,52,40,0,10500,11650,136100,11650,0,
ZZZ2402,None,0,Type,Type2,None,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEB2404,Ivan,4,Type,Type2,UEF,Chassis,0,244.57962026382,2.5,38.461538461538,285.54115872536,50,0,0,50,2000,28,0,10000,135000,1350000,135000,0,
SEB3303,Recon Sat Center,3,Type,Type2,UEF,Chassis,0,0,0,1.9230769230769,1.9230769230769,0,0,0,0,0,0,0,500,2900,56500,2900,0,
SEB3404,Panopticon,4,Type,Type2,UEF,Chassis,0,0,0,36.538461538462,36.538461538462,0,0,0,0,0,2,0,9500,8050,80495,8050,0,
SEB4303,Recoil,3,Type,Type2,UEF,Chassis,0,0,0,3.1730769230769,3.1730769230769,0,0,0,0,0,0,0,825,2866,27500,2866,0,
SEB4401,BFS - Nullifier,4,Type,Type2,UEF,Chassis,0,0,0,10.192307692308,10.192307692308,0,0,0,0,0,0,0,2650,5065,32500,5065,0,
SEB5104,Resupply,1,Type,Type2,UEF,Chassis,0,0,0,0.76923076923077,0.76923076923077,0,0,0,0,0,0,0,200,90,1050,90,0,
SEB5210,GDI,2,Type,Type2,UEF,Chassis,0,0,0,34.615384615385,34.615384615385,0,0,0,0,0,0,0,9000,240,800,240,0,
SEB5310,Citadel,3,Type,Type2,UEF,Chassis,0,0,0,63.461538461538,63.461538461538,0,0,0,0,0,0,0,16500,1200,6500,1200,0,
SEB5311,Harrow,3,Type,Type2,UEF,Chassis,0,0,0,57.692307692308,57.692307692308,0,0,0,0,0,0,0,15000,1200,6500,1200,0,
SEB5381,Superhot,3,Type,Type2,UEF,Chassis,0,0,0,19.230769230769,19.230769230769,0,0,0,0,0,0,0,5000,1000,4000,1000,0,
SEL0119,Wally,1,Type,Type2,UEF,Chassis,0,0,1.125,0.86538461538462,1.9903846153846,22.5,0,0,22.5,16,20,0,225,60,265,60,3,
SEL0319,Custodian,3,Type,Type2,UEF,Chassis,0,0,3,5.3076923076923,8.3076923076923,60,0,0,60,22,20,0,1380,950,6600,950,3,
SEL0320,Archimedes,3,Type,Type2,UEF,Chassis,0,22.113300012714,8.1166666666667,2.1153846153846,32.345351294765,162.33333333333,0,0,162.33333333333,80,26,0,550,800,8000,800,2.25,
SEL0321,Aster,3,Type,Type2,UEF,Chassis,0,0,0,10.769230769231,10.769230769231,0,0,0,21.428571428571,75,18,0,2800,3300,55000,3300,2.75,
SEL0324,NG3 Longbow,3,Type,Type2,UEF,Chassis,0,0,0,8.6538461538462,8.6538461538462,0,0,360,360,55,40,0,2250,1000,30000,1000,3,
SES0219,Fixxie Class,2,Type,Type2,UEF,Chassis,0,0,0,11.634615384615,11.634615384615,0,0,72,72,44,36,0,3025,1000,4250,1000,4,MuzzleSalvoSize_Overridden,
SES0319,Patch Class,3,Type,Type2,UEF,Chassis,0,0,0,25.096153846154,25.096153846154,0,89.538461538462,60,149.53846153846,46,40,0,6525,2275,7100,2275,4,
SRA0106,Gannet,1,Type,Type2,Cybran,Chassis,0,0,0,0.92307692307692,0.92307692307692,0,40,0,40,26,26,0,240,55,3500,55,0.5,
SRA0201,Blade Raven,2,Type,Type2,Cybran,Chassis,0,0,0,2.2884615384615,2.2884615384615,0,0,0,0,0,44,0,595,160,9000,160,10,
SRA0211,Reaper,2,Type,Type2,Cybran,Chassis,0,11.888427111558,8,5.0961538461538,24.984580957712,160,0,0,160,55,32,0,1325,395,22000,395,0.5,
SRA0306,Night Skimmer,3,Type,Type2,Cybran,Chassis,0,10.089520377572,14.368421052632,24.038461538462,48.496402968665,287.36842105263,0,240,287.36842105263,40,38,0,6250,1400,33500,1400,0.5,
SRA0307,Zenith,3,Type,Type2,Cybran,Chassis,0,0,0,12.5,12.5,0,300,0,300,34,32,0,3250,1650,72000,1650,0.5,
SRA0313,Twilight Patron,3,Type,Type2,Cybran,Chassis,0,19.467299395176,24.6,14.423076923077,58.490376318253,492,0,984,984,42,38,0,3750,1390,100000,1390,0.5,
SRA0314,Sanguine Tyrant,3,Type,Type2,Cybran,Chassis,0,160.98911713568,57.8,25,243.78911713568,1156,240,0,1396,150,38,0,6500,5250,180000,5250,0.5,
SRB0401,Arthrolab,4,Type,Type2,Cybran,Chassis,0,0,0,126.92307692308,126.92307692308,0,0,0,0,0,15,0,33000,31440,384000,31440,0,
SRB2103,Little Bertha,1,Type,Type2,Cybran,Chassis,0,5.5727002085428,3.75,3.4615384615385,12.784238670081,75,0,0,75,55,24,0,900,550,5400,550,0,
SRB2220,Mutter,1,Type,Type2,Cybran,Chassis,0,0,0,0.076923076923077,0.076923076923077,0,900,0,900,1,0,0,20,150,2500,150,0,
SRB2221,Whisper,2,Type,Type2,Cybran,Chassis,0,0,0,0.30769230769231,0.30769230769231,0,4500,0,4500,5,0,0,80,300,6000,300,0,
SRB2222,Silencer,3,Type,Type2,Cybran,Chassis,0,0,0,0.96153846153846,0.96153846153846,0,0,0,1000,30,0,0,250,1800,405000,1800,0,
SRB2306,Hades,3,Type,Type2,Cybran,Chassis,0,25.077150938443,18.75,23.076923076923,66.904074015366,375,0,0,375,52,32,0,6000,2000,18500,2000,0,
SRB2311,Punisher,3,Type,Type2,Cybran,Chassis,0,36.841740267589,8.75,36.538461538462,82.13020180605,175,0,0,175,110,32,0,9500,3900,37500,3900,0,
SRB2391,Tesla Coil,3,Type,Type2,Cybran,Chassis,0,0,0.16785714285714,72.730769230769,72.898626373626,3.3571428571429,0,0.5,3.3571428571429,25,25,0,18910,900,24000,900,0,
SRB2402,Neolith,4,Type,Type2,Cybran,Chassis,0,199.26624988123,68.181818181818,88.461538461538,355.90960652458,1363.6363636364,0,0,1363.6363636364,84,42,0,23000,10500,90000,10500,0,MuzzleSalvoSize_Overridden,
SRB4401,Iron Curtain,4,Type,Type2,Cybran,Chassis,0,0,0,3.2692307692308,3.2692307692308,0,0,0,0,0,0,0,850,4493,32000,4493,0,
SRB4402,Darkness,4,Type,Type2,Cybran,Chassis,0,0,0,57.692307692308,57.692307692308,0,0,0,0,2000,20,0,15000,79000,890000,79000,0,Unknown Type,
SRB5104,Ravitailler,1,Type,Type2,Cybran,Chassis,0,0,0,0.76923076923077,0.76923076923077,0,0,0,0,0,0,0,200,90,1050,90,0,
SRB5210,Bulkhead,2,Type,Type2,Cybran,Chassis,0,0,0,34.615384615385,34.615384615385,0,0,0,0,0,0,0,9000,240,800,240,0,
SRB5310,Procyon Defiance,3,Type,Type2,Cybran,Chassis,0,0,0,57.692307692308,57.692307692308,0,0,0,0,0,0,0,15000,1200,6500,1200,0,
SRB5311,Procyon Offering,3,Type,Type2,Cybran,Chassis,0,0,0,51.923076923077,51.923076923077,0,0,0,0,0,0,0,13500,1200,6500,1200,0,
SRB5312,Procyon Defiance,3,Type,Type2,Cybran,Chassis,0,0,0,51.923076923077,51.923076923077,0,0,0,0,0,0,0,13500,1200,6500,1200,0,
SRB5380,Deadshot,3,Type,Type2,Cybran,Chassis,0,0,0,19.230769230769,19.230769230769,0,0,0,0,0,0,0,5000,1000,4000,1000,0,
SRL0000,Crab Egg (Destroyer),0,Type,Type2,Cybran,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SRL0000_1,Crab Egg (Field Engineer),0,Type,Type2,Cybran,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SRL0000_2,Crab Egg (Stealth),0,Type,Type2,Cybran,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SRL0000_3,Crab Egg (Missile),0,Type,Type2,Cybran,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SRL0000_4,Crab Egg (Hedgehog),0,Type,Type2,Cybran,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SRL0000_5,Crab Egg (MRL),0,Type,Type2,Cybran,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SRL0000_6,Crab Egg,3,Type,Type2,Cybran,Chassis,0,0,0,0.038461538461538,0.038461538461538,0,0,0,0,0,5,0,10,10,10,10,0,
SRL0209,Wilson,2,Type,Type2,Cybran,Chassis,0,0,1.25,2.3846153846154,3.6346153846154,25,0,0,25,22,20,0,620,400,2400,400,2.1,
SRL0311,Hexatron,3,Type,Type2,Cybran,Chassis,0,18.884309219513,6.4615384615385,6.1538461538462,31.499693834898,129.23076923077,0,0,129.23076923077,84,28,0,1600,1100,19500,1100,2.8,
SRL0316,Operative,3,Type,Type2,Cybran,Chassis,0,0,0,2.6923076923077,2.6923076923077,0,0,0,0,0,28,0,700,210,1960,210,3.2,
SRL0319,House,3,Type,Type2,Cybran,Chassis,0,0,1.25,5.3076923076923,6.5576923076923,25,0,0,25,22,20,0,1380,950,6600,950,3,
SRL0320,Slink,3,Type,Type2,Cybran,Chassis,0,21.853726308011,17.647058823529,10.576923076923,50.077708208464,352.94117647059,0,352.94117647059,352.94117647059,50,32,0,2750,1200,12500,1200,2.7,
SRL0321,Hedgehog,3,Type,Type2,Cybran,Chassis,0,0,0,9.8076923076923,9.8076923076923,0,0,0,17.647058823529,75,18,0,2550,3300,50000,3300,2.4,
SRL0324,Adramelech,3,Type,Type2,Cybran,Chassis,0,0,0,0.96153846153846,0.96153846153846,0,0,0,0,0,40,0,250,1200,27000,1200,3.3,
SRL0401,Abyss Crawler,4,Type,Type2,Cybran,Chassis,0,63.688002383347,42.857142857143,288.46153846154,395.00668370203,857.14285714286,25,0,882.14285714286,55,34,0,75000,25000,300000,25000,2.8,MuzzleSalvoSize_Overridden,
SRS0219,Barwick Class,2,Type,Type2,Cybran,Chassis,0,0,0,7.3076923076923,7.3076923076923,0,0,72,72,44,32,0,1900,750,4200,750,4.4,
SRS0319,Stillson Class,3,Type,Type2,Cybran,Chassis,0,0,0,23.269230769231,23.269230769231,0,61.976470588235,72,133.97647058824,48,32,0,6050,2200,15500,2200,4.3,
SSA0001,Storage,4,Type,Type2,Seraphim,Chassis,0,0,0,15.384615384615,15.384615384615,0,0,0,0,0,12,0,4000,250,2500,250,10,
SSA0002,Hologram,0,Type,Type2,Seraphim,Chassis,0,0,0,0.16153846153846,0.16153846153846,0,0,0,0,0,0,0,42,420,1337,420,10,
SSA0106,Sou-ioz,1,Type,Type2,Seraphim,Chassis,0,0,0,0.92307692307692,0.92307692307692,0,40,0,40,28,28,0,240,55,3500,55,0.5,
SSA0201,Selia,2,Type,Type2,Seraphim,Chassis,0,0,0,2.2884615384615,2.2884615384615,0,0,0,0,0,44,0,595,160,5500,160,10,
SSA0211,Sinn,2,Type,Type2,Seraphim,Chassis,0,12.63145380603,8.5,5.1346153846154,26.266069190646,170,0,0,170,55,32,0,1335,395,22000,395,0.5,
SSA0305,Vulthuum,3,Type,Type2,Seraphim,Chassis,20.917179767878,2.340534087588,12.25,23,58.507713855466,245,0,105,245,30,34,0,5980,3100,95000,3100,10,
SSA0306,Vishuum,3,Type,Type2,Seraphim,Chassis,0,4.2069463796555,7.0714285714286,16.538461538462,27.816836489546,141.42857142857,0,142.85714285714,212.85714285714,38,40,0,4300,1500,36500,1500,0.5,
SSA0307,Souioz,3,Type,Type2,Seraphim,Chassis,0,0,0,12.5,12.5,0,192,0,192,32,32,0,3250,1650,72000,1650,0.5,
SSA0314,Sinnaino,3,Type,Type2,Seraphim,Chassis,0,172.13451755277,62.3,25,259.43451755277,1246,300,0,1546,150,38,0,6500,5250,205000,5250,0.5,
SSB0401,Souiya,4,Type,Type2,Seraphim,Chassis,0,0,0,115.38461538462,115.38461538462,0,0,0,0,0,20,0,30000,34584,422400,34584,0,
SSB2103,Thaam-atha,1,Type,Type2,Seraphim,Chassis,0,9.907022592965,6.6666666666667,3.4615384615385,20.03522772117,133.33333333333,0,0,133.33333333333,55,24,0,900,550,5400,550,0,
SSB2220,Othe,1,Type,Type2,Seraphim,Chassis,0,0,0,0.076923076923077,0.076923076923077,0,0,0,0,1,0,0,20,150,2500,150,0,Unknown Type,
SSB2221,Zhanasee,2,Type,Type2,Seraphim,Chassis,0,0,0,0.30769230769231,0.30769230769231,0,0,0,0,5,0,0,80,300,6000,300,0,Unknown Type,
SSB2222,Inaino,3,Type,Type2,Seraphim,Chassis,0,0,0,0.96153846153846,0.96153846153846,0,0,0,1000,30,0,0,250,1800,405000,1800,0,
SSB2306,Othuushala,3,Type,Type2,Seraphim,Chassis,0,29.721067778895,20,24.038461538462,73.759529317357,400,0,0,400,55,36,0,6250,2100,22000,2100,0,
SSB2311,Sinn Unthe,3,Type,Type2,Seraphim,Chassis,0,55.727002085428,15,36.538461538462,107.26546362389,300,0,0,300,100,32,0,9500,3900,44500,3900,0,
SSB2380,Uttaus,3,Type,Type2,Seraphim,Chassis,0,0.00049535112964825,0.01,5,5.0104953511296,0.2,0,0,0.2,26,24,0,1300,2500,20000,2500,0,
SSB2404,Suthanus,4,Type,Type2,Seraphim,Chassis,0,4446.902186615,45.454545454545,44.326923076923,4536.6836551465,909.09090909091,0,0,909.09090909091,2000,28,0,11525,329670,6593400,329670,0,
SSB3301,Aezselen,3,Type,Type2,Seraphim,Chassis,0,0,0,4.8076923076923,4.8076923076923,0,0,0,0,0,10,0,1250,3000,55000,3000,0,
Large,Iaathanah,0,Type,Type2,Seraphim,Chassis,0,0,0,4.6153846153846,4.6153846153846,0,0,0,0,0,0,0,1200,0,0,0,10,
Small,Iaathanahee,0,Type,Type2,Seraphim,Chassis,0,0,0,2.5,2.5,0,0,0,0,0,0,0,650,0,0,0,10,
SSB4401,Iaathan,4,Type,Type2,Seraphim,Chassis,0,0,0,8.8461538461538,8.8461538461538,0,0,0,0,0,0,0,2300,114000,200000,114000,0,
SSB5104,Iathu-uhthe,1,Type,Type2,Seraphim,Chassis,0,0,0,0.76923076923077,0.76923076923077,0,0,0,0,0,0,0,200,90,1050,90,0,
SSB5210,Haas-haas,2,Type,Type2,Seraphim,Chassis,0,0,0,34.615384615385,34.615384615385,0,0,0,0,0,0,0,9000,240,800,240,0,
SSB5301,Athahaas,3,Type,Type2,Seraphim,Chassis,0,0,0,15.384615384615,15.384615384615,0,0,0,0,0,0,0,4000,1174,6500,1174,0,
SSB5401,Chappa'ko,4,Type,Type2,Seraphim,Chassis,0,0,0,384.61538461538,384.61538461538,0,0,0,0,0,20,0,100000,15000,150000,15000,0,
SSL0001,Hologram,0,Type,Type2,Seraphim,Chassis,0,0,0,0.26538461538462,0.26538461538462,0,0,0,0,0,0,0,69,420,1337,420,4.5,
SSL0219,Iyazyn,2,Type,Type2,Seraphim,Chassis,0,0,1.4285714285714,2.3846153846154,3.8131868131868,28.571428571429,0,0,28.571428571429,18,20,0,620,400,2400,400,2.2,
SSL0311,Ilshatha,3,Type,Type2,Seraphim,Chassis,3.1166988553169,0,9.1666666666667,4.4230769230769,16.706442445061,183.33333333333,0,0,183.33333333333,25,28,0,1150,700,9000,700,3.6,
SSL0319,Iyazyne,3,Type,Type2,Seraphim,Chassis,0,0,2.8571428571429,5.3076923076923,8.1648351648352,57.142857142857,0,0,57.142857142857,20,20,0,1380,950,6600,950,3,
SSL0320,Atha-Ythia,3,Type,Type2,Seraphim,Chassis,0,0,0,9.8461538461538,9.8461538461538,0,0,366.66666666667,368.88888888889,50,32,0,2560,1000,10000,1000,3.6,
SSL0321,Ythhu,3,Type,Type2,Seraphim,Chassis,0,0,0,10.769230769231,10.769230769231,0,0,0,17.647058823529,75,18,0,2800,3300,50000,3300,2.4,
SSL0324,Yenesel,3,Type,Type2,Seraphim,Chassis,0,0,0,1,1,0,0,0,0,0,40,0,260,1200,27000,1200,3.5,
SSL0403,Iyadesu,4,Type,Type2,SERAPHIM,Chassis,0,37.151334723619,50,70.961538461538,158.11287318516,1000,0,0,1000,40,30,0,18450,10500,150000,10500,3,
SSS0305,Aezhou,3,Type,Type2,Seraphim,Chassis,0,0,0,13.461538461538,13.461538461538,0,0,0,0,0,32,0,3500,560,16000,560,4.5,
SSS0306,Uosthuum,3,Type,Type2,Seraphim,Chassis,0,0,0,38.461538461538,38.461538461538,0,481.81818181818,0,481.81818181818,80,36,0,10000,3000,25000,3000,0,
ZZZ2220,None,0,Type,Type2,None,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZZ5301,None,0,Type,Type2,None,Chassis,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
ZZZ0001,3310,4,Type,Type2,Aeon,Chassis,0,0,0,3846.1538461538,3846.1538461538,0,0,0,0,0,5000000,0,1000000,2,2,2,0,
ZZZ0002,LOUD,4,Type,Type2,Aeon,Chassis,0,0,0,3846.1538461538,3846.1538461538,0,0,0,0,0,5000000,0,1000000,2,2,2,0,
ZZZ0003,3310,4,Type,Type2,Aeon,Chassis,0,0,0,3846.1538461538,3846.1538461538,0,0,0,0,0,5000000,0,1000000,2,2,2,1,
HITBOX01,None,1,Type,Type2,UEF,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BAB1106,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BAB1302,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BEB1106,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BEB1302,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BRB1106,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BRB1302,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BSB1106,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BAB1302,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB1103,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB1104,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,500,7500,500,0,
UAB1105,None,1,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB1106,None,1,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB1201,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB1202,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB1301,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB1302,Advanced Mass Extractor,0,Type,Type2,Aeon,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,31625,4600,0,
UAB1303,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB4301,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB8765,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UABSSG01,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB1103,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB1104,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,500,7500,500,0,
UEB1105,None,1,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB1106,None,1,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB1201,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB1202,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB1301,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB1302,Advanced Mass Extractor,0,Type,Type2,UEF,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,31625,4600,0,
UEB1303,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB4301,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB8765,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEBSSG01,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB1103,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB1104,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,500,7500,500,0,
URB1105,None,1,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB1106,None,1,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB1201,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB1202,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB1301,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB1302,None,0,Type,Type2,Cybran,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,31625,4600,0,
URB1303,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB4207,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB8765,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URBSSG01,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSA0402,Ahwassa,4,Type,Type2,Seraphim,Chassis,0,183.27991796985,140,209.61538461538,532.89530258524,2800,0,1600,2800,60,38,0,54500,55600,895000,55600,0.5,
XSB1103,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSB1104,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,500,7500,500,0,
XSB1105,None,1,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSB1106,None,1,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSB1201,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSB1202,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSB1301,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
